song_name,artist,album,genre
The End,Daughter,The End,Pop
Lovesick,BANKS,The Altar,Pop
Haunt,BANKS,The Altar,Pop
Gemini Feed,BANKS,The Altar,Pop
Fuck With Myself,BANKS,The Altar,Pop
Mind Games,BANKS,The Altar,Pop
Trainwreck,BANKS,The Altar,Pop
This Is Not About Us,BANKS,The Altar,Pop
Weaker Girl,BANKS,The Altar,Pop
Mother Earth,BANKS,The Altar,Pop
Judas,BANKS,The Altar,Pop
Poltergeist,BANKS,The Altar,Pop
To The Hilt,BANKS,The Altar,Pop
27 Hours,BANKS,The Altar,Pop
True Colours,Tom Odell,True Colours,Pop
Rhythm & Blues,The Head and the Heart,Rhythm & Blues,Pop
Safe Dream,Tep No,Safe Dream,Pop
On Hold,The xx,On Hold,Pop
Empty Streets,Kota Banks,Empty Streets,Pop
Miss You,Gabrielle Aplin,Miss You,Pop
Dog Years,Maggie Rogers,Dog Years,Pop
Sorry,Aquilo,Sorry,Pop
Tunnels,MS MR,How Does It Feel,Pop
Caged,Charlene Soraia,Love is The Law (Deluxe Edition),Pop
Speeding,Lights,Little Machines,Pop
Still In Love With You,Norma Jean Martine,Still In Love With You,Pop
Swallow Your Pride,Rhys,Swallow Your Pride,Pop
Seventeen,Sjowgren,Seventeen,Pop
"The Climb, the Fall",Luke Thompson,Strum Strum,Pop
Let It All Go,Birdy,Let It All Go,Pop
Wolf,Skott,Wolf,Pop
Echoes,Dontcry,Echoes,Rap
Bak Pak,Lunchmoney,Bak Pak,Rap
Cocktails,Syndrome,Idolz,Rap
Beginnings,Knowmadic,Strays,Rap
Lavender,Casiio,Lavender,Rap
Summertime,Musqitone,Summertime,Rap
Not the Same,twuan,Days Come N Go,Rap
bedroom,Smeyeul.,Bedroom Skits,Rap
Blue and Green,Harris Cole,Colors,Rap
With Tim,Guustavv,With Tim,Rap
Circles,Snaer.,Lazy.Files,Rap
Analog,leaf beach,Arrival,Rap
Lakshmana,Made in M,Nest,Rap
97,Bertholet,97,Rap
balcony view,Leavv,essence,Rap
Red Tide,xJK.,Red Tide,Rap
Slam,Onyx,Bacdafucup,Rap
Mass Appeal,Gang Starr,Hard To Earn,Rap
Real Hip-Hop,Das EFX,Hold It Down,Rap
Bucktown,Smif-N-Wessun,Dah Shinin',Rap
They Want EFX,Das EFX,Dead Serious,Rap
Panda,Desiigner,Panda,Rap
Gone Ride With Me,Juvenile,400 Degreez,Rap
Flossin' Season,Juvenile,400 Degreez,Rap
Rich Niggaz,Juvenile,400 Degreez,Rap
Slow Motion,DJ Dow Jones,Da Realest,Rap
Enemy Turf,Juvenile,Juve The Great,Rap
Rodeo,Juvenile,Reality Check,Rap
Get Back,Ludacris,The Red Light District,Rap
Saturday (Oooh! Ooooh!),Ludacris,Word Of Mouf,Rap
Two Miles An Hour,Ludacris,The Red Light District,Rap
Pass Out,Ludacris,The Red Light District,Rap
Pimpin' All Over The World,Ludacris,The Red Light District,Rap
For All My Ladies,Trick Daddy,THUGS ARE US,Rap
Make 'Em Say Ugh,Master P,Ghetto D,Rap
I Miss My Homies,Master P,Ghetto D,Rap
I Need A Hot Girl,Hot Boys,Guerrilla Warfare,Rap
Ridin,Hot Boys,Guerrilla Warfare,Rap
We On Fire,Hot Boys,Guerrilla Warfare,Rap
You Dig,Hot Boys,Guerrilla Warfare,Rap
Havin Thangs,Big Mike,Somethin' Serious,Rap
Somethin Serious,Big Mike,Somethin' Serious,Rap
Anotha Day Anotha Balla,South Circle,Anotha Day Anotha Balla,Rap
It's Going Down,South Circle,Anotha Day Anotha Balla,Rap
Guess Who's Back,Scarface,Greatest Hits,Rap
No Tears,Scarface,The Diary,Rap
Po Pimp,Do Or Die,Picture This,Rap
Shake Ya Ass,Mystikal,Let's Get Ready,Rap
Definition of God,Sean Price,Imperius Rex,Rap
Crown of Thorns,Raekwon,The Wild,Rap
Visiting Hour,Raekwon,The Wild,Rap
Brown Guys,Talib Kweli,The Seven,Rap
Money Dance,Rick Ross,Black Market,Rap
Carol City,Rick Ross,Black Market,Rap
One Of Us,Rick Ross,Black Market,Rap
"Smile Mama, Smile",Rick Ross,Black Market ,Rap
Idols Become Rivals,Rick Ross,Rather You Than Me,Rap
TRap TRap TRap,Rick Ross,Rather You Than Me,Rap
I Think She Like Me,Rick Ross,Rather You Than Me,Rap
Scientology,Rick Ross,Rather You Than Me,Rap
Hood Billionaire,Rick Ross,Hood Billionaire,Rap
Quintessential,Rick Ross,Hood Billionaire,Rap
Rich Is Gangsta,Rick Ross,Mastermind,Rap
Nobody,Rick Ross,Mastermind,Rap
The Devil Is A Lie,Rick Ross,Mastermind,Rap
Sanctified,Rick Ross,Mastermind,Rap
Blessing In Disguise,Rick Ross,Mastermind,Rap
Pirates,Rick Ross,"God Forgives, I Don't",Rap
3 Kings,Rick Ross,"God Forgives, I Don't",Rap
Ashamed,Rick Ross,"God Forgives, I Don't",Rap
Maybach Music IV,Rick Ross,"God Forgives, I Don't",Rap
Sixteen,Rick Ross,"God Forgives, I Don't",Rap
Amsterdam,Rick Ross,"God Forgives, I Don't",Rap
911,Rick Ross,"God Forgives, I Don't",Rap
So Sophisticated,Rick Ross,"God Forgives, I Don't",Rap
Presidential,Rick Ross,"God Forgives, I Don't",Rap
Touch'N You,Rick Ross,"God Forgives, I Don't",Rap
Ten Jesus Pieces,Rick Ross,"God Forgives, I Don't",Rap
You The Boss,Rick Ross,You The Boss,Rap
True Colors/It's On,The Game,1992,Rap
The Juice,The Game,1992,Rap
Young Niggas,The Game,1992,Rap
The Soundtrack,The Game,1992,Rap
I Grew Up On Wu-Tang,The Game,1992,Rap
92 Bars,The Game,1992,Rap
Red Nation,The Game,The R.E.D. Album,Rap
Born In The TRap,The Game,The R.E.D. Album,Rap
Ruckus in B Minor,Wu-Tang Clan,A Better Tomorrow,Rap
40th Street Black / We Will Fight,Wu-Tang Clan,A Better Tomorrow,Rap
Keep Watch,Wu-Tang Clan,A Better Tomorrow,Rap
The Genesis of the Omega,Sean Price,Mic Tyson,Rap
Pyrex,Sean Price,Mic Tyson,Rap
Price & Shining Armor,Sean Price,Mic Tyson,Rap
Straight Music,Sean Price,Mic Tyson,Rap
Hush,Sean Price,Mic Tyson,Rap
Solomon Grundy,Sean Price,Mic Tyson,Rap
BBQ Sauce,Sean Price,Mic Tyson,Rap
Battering Bars,Sean Price,Mic Tyson,Rap
APESHIT,The Carters,EVERYTHING IS LOVE,Rap
Very Special,Wiz Khalifa,Rolling Papers 2,Rap
BLACK EFFECT,The Carters,EVERYTHING IS LOVE,Rap
LOVEHAPPY,The Carters,EVERYTHING IS LOVE,Rap
Gonna Miss You,Rapsody,Crown,Rap
Crown,Rapsody,Crown,Rap
Tina Turner,Rapsody,Crown,Rap
That New York,Fredro Starr,Made In the Streets,Rap
Everyday Hell,Fredro Starr,Made In the Streets,Rap
The Truth,Fredro Starr,Made In the Streets,Rap
This Ain't My Day,Fredro Starr,Made In the Streets,Rap
Mind Your Business,La Coka Nostra,Masters Of The Dark Arts,Rap
Electronic Funeral,La Coka Nostra,Masters Of The Dark Arts,Rap
Letter To Ouisch,La Coka Nostra,Masters Of The Dark Arts,Rap
The Eyes Of Santa Muerte,La Coka Nostra,Masters Of The Dark Arts,Rap
Murder World,La Coka Nostra,Masters Of The Dark Arts,Rap
Rubber Band Man,T.I.,TRap Muzik,Rap
Anythang,Devin The Dude,Greatest Hits,Rap
Payin' Dues,Big Moe featuring Z-Ro,City Of Syrup,Rap
The Way You Make Me Feel,DJ Screw & The Screwed Up Click,Fallen Soldiers,Rap
Turn It Up,Chamillionaire,The Sound of Revenge,Rap
Make It Rain,Fat Joe,"Me, Myself & I",Rap
Murder Man,Pastor Troy,Face Off Part II,Rap
Yeah!!!,Pastor Troy,Greatest Hits vol. 1,Rap
Well Uh Huh,Pastor Troy,Greatest Hits vol. 1,Rap
Street Law,Pastor Troy,Greatest Hits vol. 1,Rap
No Mo Play In GA,Pastor Troy,Greatest Hits vol. 1,Rap
Ridin Big,Pastor Troy,Greatest Hits vol. 1,Rap
Tell 'Em I Said That,T.I.,T.I. VS T.I.P.,Rap
Raw,T.I.,T.I. VS T.I.P.,Rap
Told You So,T.I.,King,Rap
Cry Me a River,Justin Timberlake,Justified,Rap
My Love (feat. T.I.),Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,Rap
LoveStoned / I Think She Knows Interlude,Justin Timberlake,FutureSex/LoveSounds Deluxe Edition,Rap
Rider,Future,Astronaut Status,Rap
Intro,DJ Drama,TRap or Die,Rap
Make No Sense,YoungBoy Never Broke Again,AI YoungBoy 2,Rap
No Smoke,YoungBoy Never Broke Again,AI YoungBoy,Rap
Throw Your Flags Up,Pastor Troy,Face Off,Rap
Campfire Cologne,Demun Jones,Campfire Cologne,Rap
Crossroads,Adam Calhoun,AmerAcal,Rap
Born Alone,Adam Calhoun,AmerAcal,Rap
Woah,Lil Baby,Woah,Rap
My Gun Go Off,50 Cent,Curtis,Rap
Chase The Money,E-40,Practice Makes Paper,Rap
Surrounded By Hoes,50 Cent,50 Cent Is The Future,Rap
Floor Seats,Moxas,Floor Seats,Rap
I Got Swag,50 Cent,Before I Self-Destruct,Rap
Poppin' Them Thangs,G-Unit,Beg For Mercy (Explicit Version),Rap
'Till I Collapse,Eminem,The Eminem Show,Rap
Cleanin' Out My Closet,Eminem,The Eminem Show,Rap
Flowers,Jacob Tillberg,Flowers,Rap
Boomin,Moosh & Twist,Boomin,Rap
Outlaw,50 Cent,Outlaw,Rap
Boom,Snoop Dogg,Doggumentary,Rap
Da Rockwilder,Method Man,Blackout!,Rap
Dope Boys,The Game,LAX,Rap
Dope Man,N.W.A.,N.W.A. And Their Family Reunion,Rap
The City,The Game,The R.E.D. Album,Rap
Thug 4 Life,2Pac,Loyal To The Game,Rap
Toss It Up,2Pac,Greatest Hits,Rap
Still D.R.E.,Dr. Dre,2001,Rap
Fuck Tha Police,N.W.A.,Straight Outta Compton,Rap
The Next Episode,Dr. Dre,2001,Rap
Changes,2Pac,Greatest Hits,Rap
Forgot About Dre,Dr. Dre,2001,Rap
Alwayz Into Somethin',N.W.A.,Efil4zaggin,Rap
Hate It Or Love It,The Game,The Documentary,Rap
La Raza,Kid Frost,Hispanic Causing Panic,Rap
Eazy-er Said Than Dunn,Eazy-E,Eazy-Duz-It,Rap
Straight Outta Compton,N.W.A.,Straight Outta Compton,Rap
I Don't Give A Fuck,2Pac,2Pacalypse Now,Rap
VIBEZ,DaBaby,KIRK,Rap
Ransom,Lil Tecca,Ransom,Rap
Dior,Pop Smoke,Meet The Woo,Rap
I Gotcha Back,GZA,Liquid Swords,Rap
The Message,Nas,It Was Written,Rap
Slam,Onyx,Bacdafucup,Rap
Who Got Da Props,Black Moon,Enta da Stage,Rap
Only God Can Judge Me,2Pac,All Eyez On Me,Rap
Hip Hop,Dead Prez,Let's Get Free,Rap
Step Up,Pete Rock,Hip Hop Underground Soul Classics,Rap
So Much Pain,Ja Rule,Pain Is Love,Rap
Bankroll,Taz,Till Death Do Us Part III,Rap
I LIKE BLOOD,Night Lovell,GOODNIGHT LOVELL,Rap
CAN'T LOSE YOU,Night Lovell,GOODNIGHT LOVELL,Rap
WATCH ME,Night Lovell,GOODNIGHT LOVELL,Rap
THE SUN,Night Lovell,GOODNIGHT LOVELL,Rap
Deep End,Taz,Till Death Do Us Part III,Rap
Ghost Rider,Taz,Ghost Rider,Rap
BAD KID,Night Lovell,GOODNIGHT LOVELL,Rap
Chernobyl,Unaverage Gang,Chernobyl,Rap
Trust Nobody,Hippie Sabotage,Trust Nobody,Rap
PAIN,Night Lovell,GOODNIGHT LOVELL,Rap
MARY JANE,Night Lovell,GOODNIGHT LOVELL,Rap
Underworld,Unaverage Gang,Underworld,Rap
Petty,Taz,Devils Valley III,Rap
PINK WITCH / LESSON,Night Lovell,GOODNIGHT LOVELL,Rap
Mangroves,Shahmen,BAD DREAM CATCHER,Rap
Lowlife,Josh A,Lowlife,Rap
Sober,2Scratch,Sober,Rap
Fly,Prznt,Fly,Rap
Falling,Trevor Daniel,Falling,Rap
DeadInDesignerClothes,BONES,Skinny,Rap
DyingLight,BONES,DyingLight,Rap
SameOldStory,BONES,UnderTheWillowTree,Rap
In Da Club,50 Cent,Get Rich Or Die Tryin',Rap
P.I.M.P.,50 Cent,Get Rich Or Die Tryin',Rap
It Was A Good Day,Ice Cube,The Predator,Rap
Bow Down - Edit,Westside Connection,Greatest Hits,Rap
Just A Lil Bit,50 Cent,The Massacre,Rap
Window Shopper,50 Cent,Best Of 50 Cent,Rap
99 Problems,JAY-Z,The Black Album,Rap
Smile,Scarface,Greatest Hits,Rap
Disco Inferno,50 Cent,Best Of 50 Cent,Rap
Soldier Like Me,2Pac,Loyal To The Game,Rap
Old Time's Sake,Eminem,Relapse,Rap
Dear Mama,2Pac,Peace In The Ghetto,Rap
Ready Or Not,2Pac,Peace In The Ghetto,Rap
Patiently Waiting,50 Cent,Get Rich Or Die Tryin',Rap
All Eyez On Me,2Pac,All Eyez On Me,Rap
California Love,2Pac,California Love,Rap
Ghetto Gospel,2Pac,Loyal To The Game,Rap
Funkdafied,Da Brat,Funkdafied,Rap
Purple Pills,D12,Devils Night,Rap
Geld spielt keine Rolex,Olexesh,ROLEXESH,Rap
Stimulated,Tyga,Fuk Wat They Talkin Bout,Rap
Hookah,Tyga,Hookah,Rap
No Complaints,Metro Boomin,No Complaints,Rap
Stay Schemin,Rick Ross,Stay Schemin,Rap
No Limit,G-Eazy,No Limit,Rap
Gucci Gang,Lil Pump,Lil Pump,Rap
Jumpman,Drake,What A Time To Be Alive,Rap
Back To Back,Drake,Back To Back,Rap
Blessings,Big Sean,Dark Sky Paradise (Deluxe),Rap
Three,Future,SUPER SLIMEY,Rap
Feed Me Dope,Future,SUPER SLIMEY,Rap
Patek Water,Future,SUPER SLIMEY,Rap
No Cap,Future,SUPER SLIMEY,Rap
Bank Account,21 Savage,Issa Album,Rap
Never Tired,Yung Skii,Never Tired,Rap
KMT,Drake,More Life,Rap
Baby 8,YBN Nahmir,Baby 8,Rap
Too Many,Tyga,Legendary,Rap
Stash (feat. Blueface),Tyga,Legendary,Rap
On the River,Young Dolph,Gelato,Rap
What Up Gangsta,50 Cent,Get Rich Or Die Tryin',Rap
Panini - DaBaby Remix,Lil Nas X,Panini,Rap
Enrredoz,Cejaz Negraz,Diamante de Mi Barrio Doble,Rap
Rivera Loca,Zimple,Sin Corte,Rap
Mi Familia,Aerophon,Expreso Aerophon,Rap
Deja,Ali Aka Mind,Mestizo,Rap
I Felt Nothing,Prince of falls,Till We Feel Something,Rap
Gimme The Loot,Big Baby Tape,Dragonborn,Rap
I'm Good,Anfa Rose,I'm Good,Rap
High Up,Arizona Zervas,High Up,Rap
Lost Count,Walden Ash,Lost Count,Rap
The Map,Seyon,The Map,Rap
War in the East,Anonymuz,War in the East,Rap
Motorola,Anonymuz,Motorola,Rap
Go Out,Lil Toe,Go Out,Rap
Fuoh,Zotiyac,Blackball,Rap
Day 2 Day,Jay Portal,The Making of a Monster,Rap
Surf Club,SAINt JHN,Collection One,Rap
Van Gogh's Crows,Shahmen,Enter the Circle,Rap
"Okay,ButThisIsTheLastTime",BONES,Frayed,Rap
Why,anders,Twos,Rap
Rxdical Forever,Anonymuz,There Is No Threat,Rap
Yen,Night Lovell,Red Teenage Melody,Rap
Tired,Tvbuu,Thorn Depression Series,Rap
Laid to Waste,Unaverage Gang,Laid to Waste,Rap
McDonalds Rich,SAINt JHN,McDonalds Rich,Rap
Boarding Passes,Belve,Boarding Passes,Rap
Mercury: Retrograde,Ghostemane,Hexada,Rap
Symbiote,gizmo,Symbiote,Rap
Andromeda,Ghostemane,Plagues,Rap
BRAINFOOD,gizmo,BRAINFOOD,Rap
Sacrifice,gizmo,Sacrifice,Rap
Backpack,gizmo,Backpack,Rap
D(R)Own,Ghostemane,Hexada,Rap
Troll Under the Bridge,gizmo,Troll Under the Bridge,Rap
Io sono qui,Salmo,Io sono qui,Rap
Euronymous,Ghostemane,Plagues,Rap
"Okay,ButThisIsTheLastTime",BONES,Frayed,Rap
TakingOutTheTrash,BONES,UNRENDERED,Rap
Hades,Ghostemane,Hades,Rap
Nails,Ghostemane,Nails,Rap
Squeeze,Ghostemane,Hexada,Rap
No Teeth,gizmo,No Teeth,Rap
Bang Ya Fucking Head,gizmo,Blvc Svnd X Gizmo,Rap
BLUE JUICE,gizmo,BLUE JUICE,Rap
Loch Ness,gizmo,Loch Ness,Rap
Hold Uh,gizmo,Hold Uh,Rap
Bone Saw,gizmo,Bone Saw,Rap
Coffin Wave,CPsilencer,Coffin Wave,Rap
OhNo!,BONES,OhNo!,Rap
TheArtOfCremation,BONES,HermitOFEastGrandRiver,Rap
OakGroveRoad,BONES,HermitOFEastGrandRiver,Rap
WhatWasThat,BONES,HermitOFEastGrandRiver,Rap
FunnyToSeeYouHere,BONES,HermitOFEastGrandRiver,Rap
John Dee,Ghostemane,John Dee,Rap
Kybalion,Ghostemane,Kybalion,Rap
Killer,Ghostofblu,608,Rap
608,Ghostofblu,608,Rap
Eternal Dreams,Ghostofblu,608,Rap
Vengeance,Killstation,Vengeance,Rap
Claustrophobia,Killstation,Claustrophobia,Rap
Rearranged,Killstation,Rearranged,Rap
Paralax,Killstation,Paralax,Rap
Exsanguination,Killstation,Consanguinity,Rap
Mutiny,Killstation,Mutiny,Rap
Centipede,Killstation,Centipede,Rap
This World Is Sick,IC3PEAK,This World Is Sick,Rap
2:45,Auxxk,Silent EP,Rap
who is he,Auxxk,Silent EP,Rap
Sleeping,Auxxk,Simplicity,Rap
Timeless,Auxxk,Simplicity,Rap
Pound for Pound,Auxxk,Simplicity,Rap
Finger Trembling,Auxxk,Simplicity,Rap
Overload,Auxxk,Overload,Rap
1000 Rounds,Pouya,1000 Rounds,Rap
Venom,Ghostemane,Blackmage,Rap
Bury Me,Getter,Bury Me,Rap
Hack Slash,Getter,Dahlia I,Rap
2000 Rounds,Pouya,2000 Rounds,Rap
Sea Sick,Fat Nick,Sea Sick,Rap
Grain,Getter,Dahlia I,Rap
"Beware, the Sirens",Getter,Dahlia I,Rap
Kali Yuga,Ghostemane,Kali Yuga,Rap
Hexada,Ghostemane,Hexada,Rap
Caligula,Ghostemane,For the Aspiring Occultist,Rap
Niagara (feat. Lil Peep),Ghostemane,Rituals,Rap
Scrying Through Shattered Glass,Ghostemane,Blackmage,Rap
Polaris,Ghostemane,Hexada,Rap
Rapture,Ghostemane,Plagues,Rap
Blackmage,Ghostemane,Blackmage,Rap
Tartarus,Ghostemane,Tartarus,Rap
Until the Light Takes Us,Ghostemane,Plagues,Rap
As Above so Look out Below,Ghostemane,Blackmage,Rap
Swan,Ghostemane,Rituals,Rap
FIORI,Giaime,FIORI,Rap
CAPI DELLA TRap (feat. Guè Pequeno),FSK SATELLITE,FSK TRapSHIT REVENGE,Rap
Porto Cervo,Lazza,Porto Cervo,Rap
48H (feat. Sfera Ebbasta),Izi,Aletheia,Rap
Tuta Black,Paky,Tuta Black,Rap
no14 - feat. Dani Faiv,tha Supreme,23 6451,Rap
NO SPIE,FSK SATELLITE,FSK TRapSHIT,Rap
Limousine,Enzo Dong,Limousine,Rap
Follia Del Mattino,Vegas Jones,La Bella Musica,Rap
Stamm Fort (feat. Sfera Ebbasta),Luche,Stamm Fort,Rap
Esagono (feat. Salmo),Gemitaiz,Scatola Nera,Rap
Bassotto,Dark Polo Gang,Bassotto,Rap
Mitsubishi,Orochi,Mitsubishi,Rap
Love And Choppa,NGC Daddy,Love And Choppa,Rap
Na Onda,Orochi,Na Onda,Rap
Kallidade,Kalli,Kallidade,Rap
