song_name,artist,album,genre
Angel,Loyle Carner,"Not Waving, But Drowning",rap
ANGST II,MESSIAH!,ANGST II,rap
Flow Seats,MFnMelo,Flow Seats,rap
Trina,Smino,Trina,rap
You Make Me Wanna Kill,The Last Skeptik,You Make Me Wanna (Kill),rap
Family and Loyalty,Gang Starr,Family and Loyalty,rap
18HUNNA feat Dave Four Tet Remix,Headie One,18HUNNA (feat. Dave) [Four Tet Remix],rap
Willpower,MAVI,Willpower,rap
Hell Bound Ad 01,Vince Staples,Hell Bound (Ad 01),rap
GODS WITH ME,MIKE,BY THE WATER,rap
Elixir,Wiki,Elixir,rap
Easter Sunday,Zelooperz,Dyn-O-Mite,rap
Häagen Dazs,Ghetto Sage,Häagen Dazs,rap
Sheet Music Episode 02,Vince Staples,Sheet Music (Episode 02),rap
Prayers,MIKE,War in My Pen,rap
Eggs,Wiki,Eggs,rap
Song 31,Noname,Song 31,rap
High Rises,CHIKA,High Rises,rap
Dancer,Cero Ismael,Dancer,rap
Kein Wort,Juju,Kein Wort,rap
Big Drip,Ufo361,Big Drip,rap
COLT,Samra,COLT,rap
Vor der Tür,Gzuz,Vor der Tür,rap
Nur zur Info,Ufo361,Nur zur Info,rap
Maschine,The Cratez,Maschine,rap
CASINO ROYAL,Kianush,CASINO ROYAL,rap
6AM,Dardan,6AM.........,rap
KEIN SCHLAF,Nimo,KEIN SCHLAF,rap
Ich hol dich ab,Jamule,Ich hol dich ab,rap
Skifahren,The Cratez,Skifahren,rap
Alien,RIN,Nimmerland,rap
Nur ein Dieb,Veysel,Nur ein Dieb,rap
Es geht voran,RAF Camora,ZENIT RR,rap
PHANTOM,reezy,PHANTOM,rap
STAR,Nimo,NIMORIGINAL,rap
Benzo,Elias,Benzo,rap
Honda Civic,The Cratez,Honda Civic,rap
Swish,Summer Cem,Nur Noch Nice,rap
Fratello,Ghetto Phénomène,Money Time,rap
Roller,Apache 207,Roller,rap
Unnormal,RAF Camora,ZENIT,rap
Mit Dir,Loredana,Mit Dir,rap
95 BPM,Samra,95 BPM,rap
KARMA,Nimo,KARMA,rap
Der Bratan bleibt der gleiche,Capital Bra,Der Bratan bleibt der gleiche,rap
Himmel grau,The Cratez,Himmel grau,rap
Puta Madre,RAF Camora,Puta Madre,rap
Jayjo,Undacava,Jayjo,rap
Schmeckt feat LX,Hemso,Schmeckt (feat. LX),rap
Noch n Schluck feat Maxwell,Estikay,Blueberry Boyz,rap
Was ist das,Megaloh,Was ist das?,rap
Désolé,Fero47,Désolé,rap
Seele,Azet,Mango EP,rap
MONEYHONEYDRIP,Jamule,MONEYHONEYDRIP,rap
Gang Gang,Miami Yacine,Gang Gang,rap
Doch in der Nacht,Apache 207,Platte,rap
STREIT MIT DEM MOND,Kianush,STREIT MIT DEM MOND,rap
Para Money Es,JIGGO,"Para, Money, E's",rap
Puls steigt,Capo,Puls steigt,rap
1000 Hits,Jamule,1000 Hits,rap
Alessandra Ambrosio,Miami Yacine,Alessandra Ambrosio,rap
Hauseingang,Pashanim,Hauseingang,rap
Tiffany,Shindy,Tiffany,rap
Habiba Prima,Kurdo,Habiba Prima,rap
GTA,Standart Skill,GTA,rap
Weste Weiß,EREN CAN,Selamun Aleykum,rap
Zirkus,badmómzjay,Zirkus,rap
Ich pass auf,BRADO,Ich pass auf,rap
Luft,Lucio101,Luft,rap
Dhakka,Sidhu Moose Wala,Dhakka,rap
8 Parche,Baani Sandhu,8 Parche,rap
Kabza,Dilpreet Dhillon,Dushman,rap
Same Beef,Bohemia,Same Beef,rap
Pyar Bolda,Jassa Dhillon,Pyar Bolda,rap
Aukaat,Jassie Gill,Aukaat,rap
Red Light,Deep Jandu,Red Light,rap
So High,Sidhu Moose Wala,So High,rap
Chandigarh,Dilpreet Dhillon,Dushman,rap
BTown feat Sunny Malton,Sidhu Moose Wala,B-Town (feat. Sunny Malton),rap
Millionaire,A Kay,Millionaire,rap
Dont Look,Karan Aujla,Don't Look,rap
Time Chakda,Kambi,Time Chakda,rap
The King,Amrit Maan,The King,rap
Nagni,Jasmine Sandlas,Nagni,rap
Khatarnaak,Gippy Grewal,Khatarnaak (Original),rap
Khaas Bande,Gagan Kokri,Khaas Bande,rap
Decision,Jorge Gill,Decision,rap
2am,Karan Aujla,2am,rap
Dawood,Sidhu Moose Wala,Pbx 1,rap
Hint,Karan Aujla,Hint,rap
Forget About It,Sidhu Moose Wala,Forget About It,rap
Gedi,Kulbir Jhinjer,Gedi,rap
Pagol,Deep Jandu,Pagol,rap
Boss,Jass Manak,Boss,rap
Gangland,Mankirt Aulakh,Mankirt Aulakh - Best Hits,rap
Ink,Karan Aujla,Ink,rap
Sameblood,Gopi Waraich,Sameblood,rap
BootCut,Prem Dhillon,BootCut,rap
Difference,Amrit Maan,Difference,rap
Rim Car De,Mani Sandhu,Rim Car De,rap
Lootera,R. Nait,Lootera,rap
Trend,Sidhu Moose Wala,Pbx 1,rap
Bombay to Punjab,Deep Jandu,Down to Earth,rap
Hisaab,Karan Aujlaa,Hisaab,rap
Famous,Sidhu Moose Wala,Famous,rap
Defaulter,R. Nait,Defaulter,rap
Waake,Gurnam Bhullar,Waake,rap
Wakhra Swag feat Badshah,Navv Inder,Wakhra Swag (feat. Badshah) - Single,rap
Outlaw,Sidhu Moose Wala,Outlaw,rap
Illegal Weapon,Garry Sandhu,Illegal Weapon,rap
Supply,Gurjas Sidhu,Supply,rap
Death Route,Sidhu Moose Wala,Pbx 1,rap
Hommies,Ninja,Hommies,rap
Mafia Style,Sidhu Moose Wala,Mafia Style,rap
Affair,Baani Sandhu,Affair,rap
East Side Flow,Sidhu Moose Wala,East Side Flow,rap
Facts,Karan Aujla,Facts,rap
Poison,Sidhu Moose Wala,Posion,rap
Dollar From Dakuaan Da Munda,Sidhu Moose Wala,"Dollar (From ""Dakuaan Da Munda"")",rap
Badfella,Sidhu Moose Wala,Pbx 1,rap
Big Scene,Diljit Dosanjh,Con.Fi.Den.Tial,rap
Tochan,Sidhu Moose Wala,Tochan,rap
Woofer feat Snoop Dogg Zora Randhawa Nargis Fakhri,Dr Zeus,Global Injection,rap
Guerrilla War,Amrit Maan,Guerrilla War - Single,rap
Aczino Bzrp Freestyle Sessions Vol 8,Bizarrap,"Aczino: Bzrp Freestyle Sessions, Vol. 8",rap
Burbujas de Cristal,Cartel De Santa,Burbujas de Cristal,rap
La Paleta feat CKan,MC Davo,La Paleta (feat. C-Kan),rap
Mi Vicio,Santa Fe Klan,Mi Vicio,rap
Lo Nuestro Se Murió,Gera MX,Lo Nuestro Se Murió,rap
Aleman Bzrp Music Sessions Vol 15,Bizarrap,"Aleman: Bzrp Music Sessions, Vol. 15",rap
Cúcara Mácara,DAAZ,Cúcara Mácara,rap
Ven Ven,Toser One,Ven Ven,rap
No Llegare Remix del Remix,Neto Peña,No Llegare (Remix del Remix),rap
La Magia,Sabino,Yin,rap
Bien Puesto,Gera MX,Bien Puesto,rap
Mujer,MC Davo,Mujer,rap
Infiel,Santa Fe Klan,Infiel,rap
La Vida Me Hizo Cabron,C-Kan,La Vida Me Hizo Cabron,rap
Me Gusta lo Malo,Under Side 821,Me Gusta lo Malo,rap
Si Preguntan por Mí,Rich Vagos,Si Preguntan por Mí,rap
Ganga,Lefty Sm,Ganga,rap
Huracán,Gera MX,Huracán,rap
Chambea,Toser One,Chambea,rap
La Última Cena,Charles Ans,El Desierto También Da Flores,rap
Santa Maria,C-Kan,Santa Maria,rap
Todo Está Bien,Wk,Todo Está Bien,rap
Chapala Style,Zimple,Chapala Style,rap
Carne,Santa RM,Carne,rap
Tengo Un Problema,MC Davo,Tengo Un Problema,rap
La Marcha De Los Tristes,Lng Sht,La Marcha De Los Tristes,rap
Hagamos las Paces,Neto Peña,Hagamos las Paces,rap
De Donde Vengo,West Gold,De Donde Vengo,rap
Calavera,Chato 473,Calavera,rap
Invierno,Faruz Feet,Faruz Vs. Proof,rap
No Te Quiero Perder,Sabino,No Te Quiero Perder,rap
Fekka,Zoop One,Fekka,rap
Fee Fi Fo Remix,Santa RM,Fee Fi Fo (Remix),rap
Flight 0001,Flyboiz,Flight 0001,rap
Problemas Usuales,Proof,Problemas Usuales,rap
Espejo,Bipo Montana,Espejo,rap
Dame un Poco Más,Wk,Dame un Poco Más,rap
Canela,Nanpa Básico,Canela,rap
Odio el Drama,Remik Gonzalez,Odio el Drama,rap
Botas y Texana,La Plebada,De Lo Más Solicitado,rap
El Chivo feat T3r Elemento,Berner,El Chivo,rap
Si Me Quieren Matar,Delaossa,Si Me Quieren Matar,rap
Verano del 2006,Charles Ans,Verano del 2006,rap
No Quiero Dejar Esto,Yoss Bones,No Quiero Dejar Esto,rap
Solo Fluyo,Neto Reyno,Solo Fluyo,rap
Hiphopa,Anexo Leiruk,Hiphopa,rap
Su Cotorreo,Derian,El Fichaje Estelar,rap
Caja De Madera,Lng Sht,Caja De Madera,rap
Weekend,West Gold,Weekend,rap
Semillas,La Banda Baston,ETCÉ7ERA,rap
Por Tu Calle y en la Radio,Danny Brasco,El Toque de Midas,rap
Generé,Bipo Montana,Robot Montana,rap
Tú Mi Amiga y Yo También,Ali Masare,"Tú, Mi Amiga y Yo También",rap
No Me Venga a Decír,Neztor mvl,No Me Venga a Decír,rap
Loqueando,Coko Yamasaki,Loqueando,rap
Me Recuerdas,Yoss Bones,Me Recuerdas,rap
Malandro,TREN LOKOTE,Malandro,rap
One Millon,Geassassin,One Millon,rap
Pinteros,El Pinche Mara,Pinteros,rap
Huesos Secos,Fermin IV,Decisiones,rap
Mujer Fría,Chato 473,Mujer Fría,rap
Rap Roll,Teeam Revolver,Rap & Roll,rap
Suena,Akwid,Suena,rap
A Ver a Ver,Remik Gonzalez,"A Ver, a Ver",rap
Malditos,TREN LOKOTE,Malditos,rap
Mira Quien Llegó,Danntik,Mira Quien Llegó,rap
Soy Como Soy,Smoky,Soy Como Soy,rap
Westside,Young Joshua,Westside,rap
Rey Ticuz,Don Kalavera,Rey Ticuz,rap
Mvp,Letra J,Mvp,rap
Volare,Alexis Chaires,Volare,rap
Cadillac on 22s,David Banner,Mississippi-The Album,rap
85Billy Dee Interlude,Youngbloodz,The Best Of YoungBloodZ: Still Grippin' Tha Grain,rap
Hustler Musik,Lil Wayne,Tha Carter II,rap
Intl Players Anthem I Choose You feat OutKast,UGK,The Essential UGK,rap
Hay,Crucial Conflict,The Final Tic,rap
Virginia,Clipse,Lord Willin',rap
Phat Rabbit,Ludacris,Back For The First Time,rap
SpottieOttieDopaliscious,OutKast,Aquemini,rap
Deliverance,Bubba Sparxxx,Deliverance,rap
Like A Pimp,David Banner,Mississippi-The Album,rap
Rubber Band Man Explicit Buster Skit,T.I.,Trap Muzik,rap
You Aint Know,Birdman,Like Father Like Son,rap
Shut Up feat Duece Poppito of 24 Karatz Trina Co of Tre,Trick Daddy,Book Of Thugs: Chapter AK Verse 47,rap
Stay Fly feat Young Buck Eightball MJG Explicit Album Version,Three 6 Mafia,"Stay Fly (4 Pack) (feat. Young Buck, Eightball & MJG)",rap
What You Know,T.I.,King,rap
Cot Damn feat AbLiva Rosco P Coldchain,Clipse,Lord Willin',rap
Shorty Wanna Ride,Young Buck,Straight Outta Cashville,rap
Still Tippin feat Slim Thug Paul Wall,Mike Jones,The American Dream,rap
Grindin,Clipse,Lord Willin',rap
Go DJ,Lil Wayne,Tha Carter,rap
Bring Em Out,T.I.,Urban Legend,rap
Take It to da House,Trick Daddy,THUGS ARE US,rap
Awnaw All Hooks up Version,Nappy Roots,"Watermelon, Chicken & Gritz",rap
Money Hoes Power feat Jermaine Dupri,UGK,The Essential UGK,rap
BOB,OutKast,Stankonia,rap
Poppin My Collar feat Project Pat Explicit,Three 6 Mafia,Most Known Unknown (New Package-Explicit),rap
Im a Thug,Trick Daddy,THUGS ARE US,rap
Whats Your Fantasy Featuring Shawna,Ludacris,Back For The First Time,rap
I Luv It,Jeezy,The Inspiration,rap
Get Buck,Young Buck,Buck The World,rap
Over Here Hustlin,Birdman,Like Father Like Son,rap
This Is The Carter,Lil Wayne,Tha Carter,rap
Blowin Trees Napdonalds Skit,Nappy Roots,"Watermelon, Chicken & Gritz",rap
Badd,Mike Jones,United States Of Atlanta,rap
Nowhere,Bubba Sparxxx,Deliverance,rap
So Fresh So Clean,OutKast,Stankonia,rap
Raise Up,Petey Pablo,Diary of a Sinner: 1st Entry,rap
My Chick Bad,Ludacris,Battle Of The Sexes (Deluxe),rap
Ride Wit Me,T.I.,King,rap
Game Over,Lil' Flip,U Gotta Feel Me,rap
Best Rapper Alive,Lil Wayne,Tha Carter II,rap
Back Then,Mike Jones,Who Is Mike Jones?,rap
Nappy Roots Day,Nappy Roots,Wooden Leather (Edited Version),rap
Hootnanny,Bubba Sparxxx,Deliverance,rap
Receipt,Lil Wayne,Tha Carter II,rap
ATLiens,OutKast,ATLiens,rap
Lets Get Away Revised Edited Old Hook,T.I.,Trap Muzik,rap
One More Drink costarring TPain,Ludacris,Theater Of The Mind,rap
Country Boyz,Nappy Roots,"Watermelon, Chicken & Gritz",rap
Bowtie feat Sleepy Brown Jazze Pha,OutKast,Speakerboxxx/The Love Below,rap
Throw Some Ds Remix,Rich Boy,Rich Boy,rap
Get Your Roll On,Big Tymers,10 Years Of Bling Vol. 1,rap
Po Folks feat Anthony Hamilton,Nappy Roots,"Watermelon, Chicken & Gritz",rap
How Low,Ludacris,Battle Of The Sexes (Deluxe),rap
Splash Waterfalls,Ludacris,Chicken - N - Beer,rap
Rosa Parks,OutKast,Aquemini,rap
Area Codes,Ludacris,Word Of Mouf,rap
Ho,Ludacris,Back For The First Time,rap
Jimmy Mathis,Bubba Sparxxx,Deliverance,rap
Why You Wanna,T.I.,King,rap
Go Getta,Jeezy,The Inspiration,rap
I Do,Jeezy,TM:103 Hustlerz Ambition,rap
Sunshine ReRecorded,Lil' Flip,Sunshine / Game Over (Re-Recorded / Remastered Versions),rap
Sunny Day,Big Tymers,Hood Rich,rap
Tha Block Is Hot,Lil Wayne,Tha Block Is Hot,rap
Shooter,Lil Wayne,Tha Carter II,rap
Mrs Officer,Lil Wayne,Tha Carter III,rap
Let The Beat Build,Lil Wayne,Tha Carter III,rap
Roses,OutKast,Speakerboxxx/The Love Below,rap
Ms Jackson,OutKast,Stankonia,rap
Spaghetti Junction,OutKast,Stankonia,rap
Humble Mumble with Erykah Badu,OutKast,Stankonia,rap
Skew It on the BarB,OutKast,Aquemini,rap
Aquemini,OutKast,Aquemini,rap
Elevators Me You,OutKast,ATLiens,rap
Myintrotoletuknow,OutKast,Southernplayalisticadillacmuzik,rap
Southernplayalisticadillacmuzik,OutKast,Southernplayalisticadillacmuzik,rap
Funky Ride,OutKast,Southernplayalisticadillacmuzik,rap
Crumblin Erb,OutKast,Southernplayalisticadillacmuzik,rap
Lines,Big Boi,Vicious Lies and Dangerous Rumors (Deluxe),rap
Gossip,Big Boi,Gossip,rap
Royal Flush feat André 3000 Raekwon,Big Boi,Royal Flush (feat. André 3000 & Raekwon),rap
On My Block,Scarface,The Fix (Explicit Version),rap
Now I Feel Ya,Scarface,Greatest Hits,rap
In da Wind,Trick Daddy,Thug Holiday (Explicit Version),rap
Sippin On Some Syrup feat UGK Underground Kingz Project Pat,Three 6 Mafia,When The Smoke Clears,rap
Still Fly,Big Tymers,Hood Rich,rap
Melting Pot,Nappy Roots,The 40 Akerz Project,rap
Who Want It,David Banner,The God Box,rap
California Love Original Version,2Pac,Greatest Hits,rap
You Know How We Do It Remastered,Ice Cube,Lethal Injection,rap
I Dont Wanna Hurt No More,"Danny ""Butch"" Means","G Funk Classics, Vols. 1 & 2",rap
Make It Better feat Smokey Robinson,Anderson .Paak,Ventura,rap
mAAd city,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",rap
In California feat Lady V,Daz Dillinger,"Retaliation, Revenge & Get Back",rap
Vapors,Snoop Dogg,Tha Doggfather,rap
Killafornia,Cypress Hill,Iii (Temples Of Boom),rap
Dedication feat Kendrick Lamar,Nipsey Hussle,Victory Lap,rap
Represent Dat GC,Kurupt,Tha Streetz Iz A Mutha (Digitally Remastered),rap
Gangsta Nation,Westside Connection,Terrorist Threats,rap
Forgot About Dre,Dr. Dre,2001,rap
Regulate,Warren G,Regulate… G Funk Era,rap
Simply Amazin steel blazin,Blu,Below the Heavens,rap
Cock the Hammer,Cypress Hill,Black Sunday,rap
Gin And Juice feat Dat Nigga Daz,Snoop Dogg,Doggystyle,rap
HUMBLE,Kendrick Lamar,DAMN.,rap
Locals Only,Dom Kennedy,Locals Only,rap
Ex feat YG,Ty Dolla $ign,Beach House 3 (Deluxe Edition),rap
G Funk,Nancy Fletcher,"G Funk Classics, Vols. 1 & 2",rap
To Live And Die In LA,Makaveli,The Don Killuminati: The 7 Day Theory,rap
It Was A Good Day,Ice Cube,The Predator,rap
This Is The Shack,Warren G,Regulate...G Funk Era (20th Anniversary),rap
Am I Wrong feat ScHoolboy Q,Anderson .Paak,Malibu,rap
Backseat Freestyle,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",rap
Westside feat Chris Brown,Jay Rock,Follow Me Home,rap
The LA Song,People Under The Stairs,O.S.T.,rap
I Got Love,Nate Dogg,Music And Me,rap
Passin Me By,The Pharcyde,Bizarre Ride II The Pharcyde,rap
120 Seconds,Freestyle Fellowship,To Whom It May Concern,rap
Paradise,J Rocc,Beats on Tap(e),rap
Work It Out,Jurassic 5,Feedback,rap
LA,Murs,Murray's Revenge,rap
Westside Story,The Game,The Documentary,rap
Bicken Back Being Bool Remix,YG,Blame It On The Streets,rap
Los Awesome,ScHoolboy Q,Oxymoron (Deluxe),rap
Pacific Coast Remix,DJ Quik,Trauma,rap
How Do You Want It,2Pac,All Eyez On Me,rap
The Streets ReTwist,WC,Ghetto Heisman,rap
Gangsta Gangsta,N.W.A.,Straight Outta Compton,rap
Money On My Mind,Daz Dillinger,So So Gangsta,rap
New Jack Hustler Ninos Theme,Ice-T,O.G. Original Gangster,rap
Do For Love,2Pac,R U Still Down? [Remember Me],rap
MC2 feat Eligh,Scarub,A New Perspective,rap
Collard Greens,ScHoolboy Q,Oxymoron (Deluxe),rap
Roll Bounce,Drakeo the Ruler,Cold Devil,rap
Still DRE,Dr. Dre,2001,rap
Get Your Walk On,Xzibit,Restless,rap
Its Funky Enough Remastered Single,The D.O.C.,No One Can Do It Better,rap
California,Dom Kennedy,"Los Angeles Is Not for Sale, Vol. 1",rap
Worst Comes To Worst Edited,Dilated Peoples,Expansion Team,rap
Artsy feat The Grouch,Living Legends,"Legendary Music, Vol. 1",rap
Hey Up There feat Ty Dolla ign,Buddy,Harlan & Alondra,rap
Its All Love,Myka 9,It's All Love,rap
California Love remix,2Pac,All Eyez On Me,rap
The Lost Angels Anthem,Blu,A Long Red Hot Los Angeles Summer Night,rap
California,DJ Quik,Trauma,rap
This DJ,Warren G,Regulate… G Funk Era,rap
Time to Ride,Living Legends,Creative Differences,rap
Who Ride Wit Us,Kurupt,Tha Streetz Iz A Mutha (Digitally Remastered),rap
The Recipe Bonus Track,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",rap
Dibiase,03 Greedo,God Level,rap
Cali Sunshine,The Game,LAX,rap
Loyal To The Game DJ Quik Remix Explicit,2Pac,Loyal To The Game,rap
Let It Out,Tha Alkaholiks,Coast II Coast,rap
Kings Dead with Kendrick Lamar Future James Blake,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",rap
Double Up feat Belly and Dom Kennedy,Nipsey Hussle,Victory Lap,rap
Sunshine Men,Freestyle Fellowship,To Whom It May Concern,rap
1994,Quasimoto,The Further Adventures of Lord Quas,rap
Runnin,The Pharcyde,Labcabincalifornia (Deluxe Edition),rap
Lausd,Jurassic 5,Quality Control,rap
Lets Ride,The Game,Doctor's Advocate,rap
Los Angeles Times,Xzibit,40 Dayz & 40 Nightz (Explicit),rap
2 Of Amerikaz Most Wanted,2Pac,All Eyez On Me,rap
Eazyer Said Than Dunn,Eazy-E,Eazy-Duz-It,rap
Nothin But The Cavi Hit,Mack 10,Best Of Mack 10,rap
Numb Numb Juice,ScHoolboy Q,CrasH Talk,rap
Impatient Freestyle,Drakeo the Ruler,So Cold I Do Em,rap
Posted,Pac Div,The Div,rap
Quiks Groove,DJ Quik,Quik Is The Name,rap
I Luv It feat Kokane Sir Dogg Snoopy Collins,Kokane,Duces 'N Trayz: The Old Fashioned Way,rap
Initiated feat 2Pac aka Makaveli Outlawz Kurupt Tha Kingpin,Daz Dillinger,"Retaliation, Revenge & Get Back",rap
Never Leave Me Alone,Nate Dogg,"G Funk Classics, Vols. 1 & 2",rap
Straight Up Menace,MC Eiht,The Best of MC Eiht,rap
I Used To Love Her Again,Murs & 9th Wonder,Fornever,rap
Beat Streaming,Abstract Rude,AyeM Ray-Dio,rap
Burgundy Whip Instrumental,MED,The Burgundy - EP,rap
Lakers feat AbSoul Polyester the Saint,Freddie Gibbs,Piñata,rap
ATL Hoe,Baby D.,Lil' Chopper Toy,rap
Dope Boyz,T.I.,I'm Serious,rap
Make Em Say Ugh,Master P,Best Of Master P,rap
Tear Da Club Up 97,Three 6 Mafia,Chapter 2: World Domination,rap
Ridin Wit Some Killaz,Hitman Sammy Sam,Last Man Standing,rap
Space Age Pimpin,8Ball & MJG,On Top Of The World,rap
Love in Your Mouth,Kilo Ali,Classic Trap Music,rap
Throw It Up,Pastor Troy,Kings Of Crunk,rap
Nann Nigga,Trick Daddy,www.thug.com (Explicit Version),rap
Who U Wit,Lil Jon & The East Side Boyz,Crunkest Hits,rap
Eastside Vs Westside,Baby D.,Lil' Chopper Toy,rap
One Day,UGK,Best of UGK,rap
Put Yo Hood Up,Lil Jon & The East Side Boyz,Crunkest Hits,rap
Nextel Chirp,Maceo,Straight Out da Pot,rap
Aint Gon Let Up,DG Yola,Ain't Gon Let Up (Digivinyl),rap
Southern Hospitality Featuring Pharrell,Ludacris,Back For The First Time,rap
Be Easy,T.I.,Trap Muzik,rap
Cell Therapy,Goodie Mob,Dirty South Classics,rap
Damn Radio Mix,Youngbloodz,Drankin' Patnaz,rap
400 Degreez,Juvenile,400 Degreez,rap
Mind Playing Tricks on Me,Geto Boys,We Can't Be Stopped,rap
Move Bitch,Disturbing Tha Peace,Word Of Mouf,rap
Let Me See It,UGK,Dirty Money,rap
Head Bussa feat Lil Jon,Lil Scrappy,Head Bussa,rap
On My Block,Scarface,"Def Jam 25, Vol. 9 - Welcome To The South (Explicit Version)",rap
Get Ya Mind Right,Jeezy,Let's Get It: Thug Motivation 101 (Explicit Version),rap
Hustlin Album Version Edited,Rick Ross,Port Of Miami (Edited Version),rap
Nothins Free,Oobie,Kings Of Crunk,rap
Hit a Muthafucka,Three 6 Mafia,Chapter 2: World Domination,rap
Elevators Me You,OutKast,ATLiens,rap
No Problem,Lil Scrappy,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,rap
Neva Eva feat Lil Scrappy Lil Jon,Trillville,Neva Eva/Head Bussa,rap
Front Back Side to Side,UGK,Super Tight,rap
Wanna Be A Balla,Fat Pat,Greatest Hits,rap
Dirty South feat Big Boi,Goodie Mob,Soul Food,rap
Mr Scarface,Scarface,Mr. Scarface Is Back,rap
Back That Azz Up,Juvenile,Greatest Hits,rap
We Ready,Archie Eversole,Ride Wit Me Dirty South Style,rap
Vica Versa,Pastor Troy,Universal Soldier (Explicit Version),rap
Still Fly,Big Tymers,Hood Rich (Explicit Version),rap
Aint Gonna Let Up,Yola,Street Certified - The Mixtape,rap
Like A Pimp,David Banner,Mississippi-The Album,rap
Get Low featuring Ying Yang Twins,Lil Jon & The East Side Boyz,Crunkest Hits,rap
Still Ridin Clean,Project Pat,Layin' Da Smack Down (Explicit Version),rap
Trap House,Gucci Mane,Hood Classics,rap
Go Crazy Remix,Jeezy,Let's Get It: Thug Motivation 101 (Explicit Version),rap
Shake Ya Ass,Mystikal,Cut Killer Show 2,rap
24s,T.I.,Trap Muzik,rap
Break Em Off Somethin Edited,Master P,Best Of Master P,rap
Stuntin Like My Daddy,Birdman,10 Years Of Bling Vol. 2,rap
Do It,Rasheeda,Do It,rap
Walk It Out Remix feat OutKast Jim Jones,Unk,Walk It Out Remix feat OutKast & Jim Jones,rap
Tired Of Ballin,Tela,Piece Of Mind,rap
Southside,Lil Keke,Southside Of H-Town,rap
Murder,UGK,Ridin' Dirty,rap
85Billy Dee Interlude,Youngbloodz,Against Da Grain,rap
Laffy Taffy,D4L,Down For Life,rap
Never Scared feat Killer Mike TI Club Mix,Bone Crusher,AttenCHUN!,rap
Bia Bia,Lil Jon,We Still Crunk!,rap
Thats Right,DJ Taz,Worldwide,rap
Dem Boyz,Boyz N Da Hood,Boyz N Da Hood,rap
Lean Wit It Rock Wit It feat Peanut Charlay,Dem Franchize Boyz,"Lean Wit It, Rock Wit It",rap
Down For My Niggaz,C-Murder,The Best Of Snoop Dogg,rap
No Mo Play In GA,Pastor Troy,We Ready I Declare War,rap
Set It Off,Boosie Badazz,Bad Azz,rap
25 Lighters,Fat Pat,Greatest Hits,rap
Go DJ,Lil Wayne,Tha Carter,rap
Duffle Bag Boy,Playaz Circle,Duffle Bag Boy (Explicit Version),rap
Choices,Project Pat,Ghetty Green,rap
1 Stunna,Big Tymers,I Got That Work (Explicit Version),rap
Knuck If You Buck feat Lil Scrappy,Crime Mob,Knuck If You Buck,rap
Ha,Juvenile,400 Degreez,rap
Its Goin Down feat Nitti,Yung Joc,New Joc City,rap
Im Bout It Bout It,TRU,No Limit Greatest Hits,rap
Dey Know,Shawty Lo,Units in the City,rap
U Dont Know Me,T.I.,Urban Legend,rap
Shoulder Lean,Young Dro,Day One,rap
Where Dem Dollas At feat DJ Paul Juicy J,Gangsta Boo,Enquiring Minds,rap
GetEm,Intoxicated,Whichaway,rap
Trap Or Die,Jeezy,Let's Get It: Thug Motivation 101 (Explicit Version),rap
DUI,Oomp Camp,We Too Deep,rap
Intoxicated,Hitman Sammy Sam,Last Man Standing,rap
Icy,Gucci Mane feat. Young Jeezy,Hood Classics,rap
Here I Go,Mystikal,Mind Of Mystikal,rap
ADIDAS Explicit Album Version,Killer Mike,A.D.I.D.A.S.,rap
Wheelz of Steel,OutKast,ATLiens,rap
Pocket Full of Stones,UGK,Too Hard To Swallow,rap
ASAP,T.I.,Urban Legend,rap
Who Run It,Three 6 Mafia,When The Smoke Clears,rap
Cant Stop No Player,Da Organization,Da Organization,rap
Shoulder Lean feat TI,Young Dro,Best Thang Smokin',rap
My Neck My Back,Khia,Thug Misses,rap
Scotty,D4L,Down For Life,rap
My Homeboys Girlfriend,8Ball,Lost,rap
Ball And Bun,Bun B,Lost,rap
I Dont Wanna Die,8Ball,Lost,rap
Put Tha House Onit,8Ball,Lost,rap
Coffee Shoppe,Redman,Lost,rap
9 Little Millimeta Boys,8Ball & MJG,Comin Out Hard,rap
Mr Big,8Ball & MJG,Comin Out Hard,rap
Pimps,8Ball & MJG,Comin Out Hard,rap
Armed Robbery,8Ball & MJG,Comin Out Hard,rap
Lay It Down,8Ball & MJG,On the Outside Looking In,rap
Break em Off,8Ball & MJG,On Top Of The World,rap
Hand Of The Devil,8Ball & MJG,On Top Of The World,rap
Paid Dues,8Ball,In Our Lifetime,rap
Throw Your Hands Up,8Ball,In Our Lifetime,rap
Just Like Candy,MJG,We Are The South (greatest Hits),rap
Middle Of The Night,MJG,No More Glory,rap
Sho Nuff,Tela,Piece Of Mind,rap
Stop Lying,Mr. Mike,Wicked Wayz,rap
Where Ya Love At,Mr. Mike,Wicked Wayz,rap
Total Shock,Mr. Mike,Wicked Wayz,rap
New Day,South Circle,Anotha Day Anotha Balla,rap
Unsolved Mysteries,South Circle,Anotha Day Anotha Balla,rap
Pwa,5th Ward Boyz,Greatest Hits,rap
