song_name,artist,album,genre
Got My Mind Set On You - 2004 Mix,George Harrison,Cloud Nine,rock
When We Was Fab - 2004 Mix,George Harrison,Cloud Nine,rock
The Long And Winding Road - Remastered 2009,The Beatles,Let It Be (Remastered),rock
The Chain - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),rock
Jet - Remastered 2010,Paul McCartney,Band On The Run (Standard),rock
Silly Love Songs - 1993 Digital Remaster,Wings,Wings At The Speed Of Sound,rock
"Take Me Home, Country Roads - Rerecorded",John Denver,"The John Denver Collection, Vol. 1: Take Me Home Country Roads",rock
Rocky Mountain High,John Denver,Rocky Mountain High,rock
The Boxer,Simon & Garfunkel,Greatest Hits,rock
Wouldn't It Be Nice - Stereo Mix,The Beach Boys,Pet Sounds (Original Mono & Stereo Mix Versions),rock
50 Ways to Leave Your Lover,Paul Simon,Still Crazy After All These Years,rock
Pictures of You,The Cure,Disintegration (Deluxe Edition),rock
Close To Me,The Cure,The Head On The Door (Remastered),rock
All Those Years Ago - 2004 Mix,George Harrison,Somewhere In England,rock
Crocodile Rock,Elton John,Don't Shoot Me I'm Only The Piano Player,rock
It's Not Living (If It's Not With You),The 1975,A Brief Inquiry Into Online Relationships,rock
Sign of the Times,Harry Styles,Harry Styles,rock
Carolina,Harry Styles,Harry Styles,rock
Sultans of Swing,Dire Straits,Dire Straits,rock
Romeo and Juliet,Dire Straits,Making Movies,rock
Doctor My Eyes,Jackson Browne,Jackson Browne (Saturate Before Using),rock
Rising Sun,George Harrison,Brainwashed,rock
I Don't Want to Know - 2004 Remaster,Fleetwood Mac,Rumours (Super Deluxe),rock
Movin' Out (Anthony's Song),Billy Joel,The Stranger (Legacy Edition),rock
Daniel,Elton John,Don't Shoot Me I'm Only The Piano Player,rock
Stand By Me - Remastered,Oasis,Be Here Now (Deluxe Edition) [Remastered],rock
Sister Golden Hair,America,Hearts (US Internet Release),rock
Where Have All the Good Times Gone,The Kinks,The Kink Kontroversy,rock
If Not For You,George Harrison,All Things Must Pass (Remastered),rock
Fluorescent Adolescent,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),rock
Hate To Say I Told You So,The Hives,Veni Vidi Vicious,rock
Under Cover of Darkness,The Strokes,Angles,rock
Always Where I Need To Be,The Kooks,Konk,rock
The Less I Know The Better,Tame Impala,Currents,rock
Time to Pretend,MGMT,Oracular Spectacular,rock
GfC,"Albert Hammond, Jr.",Como Te Llama?,rock
Leave It In My Dreams,The Voidz,Virtue,rock
Feels Like We Only Go Backwards,Tame Impala,Lonerism,rock
Feel Good Inc.,Gorillaz,Demon Days,rock
Who The Fuck Are Arctic Monkeys?,Arctic Monkeys,Who The F*** Are Arctic Monkeys?,rock
Lithium,Nirvana,Nevermind (Remastered),rock
Clint Eastwood,Gorillaz,Gorillaz,rock
Sleep Alone,Two Door Cinema Club,Beacon,rock
Golden Skans,Klaxons,Myths Of The Near Future,rock
Pumped Up Kicks,Foster The People,Torches,rock
Walk Idiot Walk,The Hives,Tyrannosaurus Hives,rock
Breezeblocks,alt-J,An Awesome Wave,rock
Kathleen,Catfish and the Bottlemen,The Balcony,rock
Bite My Tongue,The Academic,Tales from the Backseat,rock
Television,The Academic,Tales from the Backseat,rock
Electric Feel,MGMT,Oracular Spectacular,rock
Can I Call You Tonight?,Dayglow,Fuzzybrain,rock
Don't Look Back In Anger - Remastered,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],rock
Is This It,The Strokes,Is This It,rock
Why'd You Only Call Me When You're High?,Arctic Monkeys,AM,rock
Disappear Here,Bad Suns,Disappear Here,rock
Cigarette Daydreams,Cage The Elephant,Melophobia,rock
Down By The River,Milky Chance,Sadnecessary,rock
Tongue Tied,Grouplove,Never Trust A Happy Song,rock
Otherside,Red Hot Chili Peppers,Californication,rock
Machu Picchu,The Strokes,Angles,rock
Ace in the Hole,Saint Motel,My Type EP,rock
Wake Me up When September Ends,Green Day,American Idiot,rock
Say It Ain't So,Weezer,Weezer (Deluxe Edition),rock
Animal,Neon Trees,Habits,rock
Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),rock
For Elise,Saint Motel,saintmotelevision,rock
Kids,MGMT,Oracular Spectacular,rock
Goodie Bag,Still Woozy,Goodie Bag,rock
Chamber Of Reflection,Mac DeMarco,Salad Days,rock
Silvertongue,Young the Giant,Home of the Strange,rock
Cold Cold Man,Saint Motel,My Type EP,rock
Talk Too Much,COIN,How Will You Know If You Never Try,rock
Cough Syrup,Young the Giant,Young the Giant (Special Edition),rock
Dreaming,Smallpools,LOVETAP!,rock
Someday,The Strokes,Is This It,rock
Trojans,Atlas Genius,When It Was Now,rock
Help Our Souls (Urban Contact Radio Edit),NIHILS,Help Our Souls (Urban Contact Radio Edit),rock
Last Nite,The Strokes,Is This It,rock
Woods,Mac Miller,Circles,rock
In My Mind,The Amazons,Introducing… The Amazons,rock
Half Your Age,Joywave,Half Your Age,rock
Mary Don't Mind,VANT,Conceived in the Sky,rock
Westside,FMLYBND,Fmlybnd,rock
Break My Baby,KALEO,I Want More / Break My Baby,rock
Everything Else Has Gone Wrong,Bombay Bicycle Club,Racing Stripes,rock
You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You,Adam Jensen,You Won’t Answer My Phone Calls but I Bet You’ll Listen to This Song so I Guess This Is the Only Way to Talk to You,rock
Move to San Francisco,Circa Waves,Move to San Francisco,rock
Fake News,The Luka State,Fake News,rock
So Predictable,Set It Off,After Midnight (Part 2),rock
Better Man,Courteeners,Better Man,rock
Plastic Dream,The Lizards,Plastic Dream,rock
Wasting Time,The Mowgli's,Wasting Time,rock
Hungry For The Holy Cow,Sleep Patterns,Hungry For The Holy Cow,rock
The Path to Awareness,Stefano Casavecchia,The Path to Awareness,rock
No Sleep,No Love For The Middle Child,No Sleep,rock
Alive,Daughtry,Alive,rock
Grim,The Blue Stones,Grim,rock
Devil's Basement,Shanghai Treason,Devil's Basement,rock
Dance with You,Hoofa,Dance with You,rock
Good Man,The Federal Empire,Good Man,rock
Feed Off Sin,Public Theatre,Feed Off Sin,rock
Your Dreams,Jon Magnusson,Psalms For Sinners,rock
Did My Best,The Voidz,Did My Best,rock
Come To Me,ÄTNA,Come To Me,rock
Loose Lips Sink Ships,The Band Royale,The Band Royale,rock
The Dark,John Clark,The Dark,rock
Retrograde,HUDSUN,Retrograde,rock
Outta My Mind,Des Rocs,Martyr Parade,rock
Prescriptive Poison,Miss Kill,Prescriptive Poison,rock
Sideshow,Evan Petruzzi,Sideshow,rock
Another,Naipia,Another,rock
Monster,Novustory,Monster,rock
Wenn ich wollte,Madsen,Wenn ich wollte,rock
Changes,High Tropics,Changes,rock
Down,The Man Who,Bet on You,rock
Deserter,Crystal Tides,Deserter,rock
Airport,Yammerer,Airport,rock
Get Back,Secondhand Habit,Get Back,rock
Paint California,NoMBe,Paint California,rock
Hot,Confetti,Hot,rock
World Record Dive,Lucas Coe,World Record Dive,rock
None of the Above,TRASH HEADS,None of the Above,rock
original me (feat. dan reynolds of imagine dragons),YUNGBLUD,original me (feat. dan reynolds of imagine dragons),rock
Ostracised,KOYO,Ostracised,rock
"Fire, Ready, Aim",Green Day,Father of All...,rock
Whyamisosadallthetime,Molars,Whyamisosadallthetime,rock
Meet the Sky,Third Lung,Meet the Sky,rock
"Bigger Life - Live @ Königsplatz München, 15.09.19",Michael Patrick Kelly,"Bigger Life (Live @ Königsplatz München, 15.09.19)",rock
Placebo,Chasing Deer,Placebo,rock
Island,Kensington,Time,rock
Regress,InAir,Dreamful,rock
Turn the Wheel,Agat,Turn the Wheel,rock
Nothing Breaks Like a Heart,Frank Carter & The Rattlesnakes,Nothing Breaks Like a Heart,rock
Fall Apart,Sydney,Fall Apart,rock
Playground,My Ugly Clementine,Playground,rock
The End of the Game,Weezer,The End of the Game,rock
Robbery,Lime Cordiale,Robbery,rock
CAN YOU HEAR ME NOW?,Bishop Briggs,CHAMPION,rock
idc,ren,idc,rock
The Best,AWOLNATION,The Best,rock
Hang on to Yourself,Palaye Royale,Hang on to Yourself,rock
Dirt in my Eyes,Cold War Kids,New Age Norms 1,rock
Rush,The Score,Stay,rock
Living Proof,Des Rocs,Living Proof,rock
Hollow,Barns Courtney,Hollow,rock
Desensitize,DREAMERS,Desensitize,rock
Like Before You Were Born,DIIV,Deceiver,rock
All The Way (Stay),Jimmy Eat World,All The Way (Stay),rock
Swim For Your Life,The Pale White,Swim For Your Life,rock
Dancing In The Dark,Lucy Dacus,Dancing In The Dark,rock
Dig,Arrested Youth,Sobville (Episode I),rock
Hurt My Heart,White Lies,Hurt My Heart,rock
Novocaine,Twin Atlantic,Novocaine,rock
Die To Live,Volbeat,"Rewind, Replay, Rebound (Deluxe)",rock
Oblivion,Zayde Wølf,Oblivion,rock
Space Cadet,beabadoobee,Space Cadet,rock
Nothing To Lose,DI-RECT,Nothing To Lose,rock
Black Gold (Edit),Editors,Black Gold,rock
Darkside,blink-182,Darkside,rock
One Last Breath,Creed,Weathered,rock
The Man Who Sold The World - MTV Unplugged,Nirvana,Nirvana (International Version),rock
Who Can It Be Now?,Men At Work,Super Hits,rock
Glycerine - Remastered,Bush,Sixteen Stone (Remastered),rock
Secret Smile,Semisonic,Feeling Strangely Fine (20th Anniversary Edition),rock
Unwell,Matchbox Twenty,Exile On Mainstream (International),rock
The Man Who Sold The World,Nirvana,MTV Unplugged In New York,rock
"I Am The Highway - Live At Queen Elizabeth Theatre, Toronto, ON/2011",Chris Cornell,Songbook,rock
Come As You Are,Nirvana,MTV Unplugged In New York,rock
Mr. Writer,Stereophonics,Just Enough Education To Perform,rock
Every Breaking Wave,U2,Songs Of Innocence,rock
Song For Someone,U2,Songs Of Innocence,rock
Iris (Hold Me Close),U2,Songs Of Innocence,rock
Moment Of Surrender,U2,No Line On The Horizon,rock
Miracle Drug,U2,How To Dismantle An Atomic Bomb,rock
Grace,U2,All That You Can't Leave Behind,rock
Just Can't Get Enough - 2006 Remaster,Depeche Mode,Speak & Spell (2006 Remastered Edition),rock
Tenderness,General Public,All The Rage,rock
Blister in the Sun - 2002 Remastered Version,Violent Femmes,Violent Femmes,rock
The Village - 2015 Remaster,New Order,Power Corruption and Lies,rock
(Forever) Live And Die,Orchestral Manoeuvres In The Dark,The Pacific Age,rock
Let Me Go,T-4-2,Intruder,rock
Work for Love,Ministry,With Sympathy,rock
The Perfect Kiss - 2015 Remaster,New Order,Low-life,rock
Everyday Is Halloween,Ministry,Very Best of Fixes & Remixes,rock
Living in Oblivion,Anything Box,Peace MMXVIII,rock
A Little Respect,Erasure,The Innocents,rock
The Ghost in You,The Psychedelic Furs,All Of This And Nothing,rock
No Limit,Breakwater,Breakwater,rock
Turn - 2015 Remaster,New Order,Waiting For The Sirens' Call,rock
Your Silent Face - 2015 Remaster,New Order,Power Corruption and Lies,rock
Hey Nineteen,Steely Dan,Gaucho,rock
The Chauffeur - 2001 Remastered Version,Duran Duran,Rio (2001 Remaster),rock
Kiss of Love,Anything Box,Peace,rock
When We Lie,Anything Box,Peace,rock
Have In Mind,Cetu Javu,Southern Lands,rock
Love My Way,The Psychedelic Furs,Call Me by Your Name (Original Motion Picture Soundtrack),rock
"Temptation - 7"" Version; 2015 Remaster",New Order,Singles (Remastered),rock
I Ran (So Far Away),A Flock Of Seagulls,Grand Theft Auto Vice City OST (Greatest Hits),rock
Rock You Like a Hurricane - 2015 - Remaster,Scorpions,Love At First Sting,rock
Let Me Go,Heaven 17,The Luxury Gap (Deluxe Version),rock
Every Breath You Take,The Police,Greatest Hits,rock
Enjoy the Silence,Depeche Mode,The Singles 86-98,rock
It's No Good,Depeche Mode,Ultra (Deluxe),rock
Somebody That I Used To Know,Gotye,Making Mirrors,rock
Beautiful Day,U2,All That You Can't Leave Behind,rock
Sunday Bloody Sunday - Remastered 2008,U2,War (Remastered),rock
Where The Streets Have No Name - Remastered,U2,The Joshua Tree (Super Deluxe),rock
Dream On,Aerosmith,Aerosmith,rock
Domino Dancing,Pet Shop Boys,Discography - Complete Singles Collection,rock
West End Girls - 2001 Remaster,Pet Shop Boys,Please,rock
Careless Whisper,George Michael,Ladies And Gentlemen... The Best Of George Michael,rock
Love Is A Battlefield,Pat Benatar,Pat Benatar: The Collection,rock
Popular Monster,Falling In Reverse,Popular Monster,rock
Grave,Wage War,Pressure,rock
Inside Out (Radio Edit),Five Finger Death Punch,Inside Out (Radio Edit),rock
Low Life,Crobot,Motherbrain,rock
Infinite,Silverstein,Infinite,rock
Agree to Disagree,Sleeping With Sirens,How It Feels to Be Lost,rock
Sever,Red,Sever,rock
MONOMANIA,The Word Alive,M0N0MANIA,rock
Already Dead,Hollywood Undead,Already Dead,rock
Killing Me Slowly,Bad Wolves,Killing Me Slowly,rock
Underneath,Code Orange,Underneath,rock
Nero Forte,Slipknot,We Are Not Your Kind,rock
Talking Myself In Circles,Four Year Strong,Talking Myself In Circles,rock
Victory,Fire From The Gods,American Sun,rock
Paranoid,I Prevail,Breaking Down / Bow Down / Paranoid,rock
Under the Graveyard,Ozzy Osbourne,Under the Graveyard,rock
SAVAGES,Ice Nine Kills,The Silver Scream,rock
The Disease,Anti-Flag,The Disease,rock
God's Gonna Cut You Down,Marilyn Manson,God's Gonna Cut You Down,rock
Can You Hear Me,Korn,Can You Hear Me / Cold / You'll Never Find Me,rock
Blow Me,The Used,Blow Me,rock
Forgiveness I + II,Billy Talent,Forgiveness I + II,rock
ONE,Rev Theory,ONE,rock
History of Violence,Theory of a Deadman,History of Violence,rock
Ludens,Bring Me The Horizon,Ludens,rock
Nowhere To Run,Fozzy,Nowhere To Run,rock
Soak Me in Bleach,The Amity Affliction,Soak Me in Bleach,rock
Every Second (Eva Under Fire),From Ashes to New,Every Second (feat. Eva Under Fire),rock
The Hunted (feat. Sully Erna),Saint Asonia,The Hunted,rock
Native Son,Alter Bridge,Walk the Sky,rock
Obvious,DIAMANTE,Obvious,rock
The Violence,Asking Alexandria,The Violence,rock
Far Away,Breaking Benjamin,Far Away,rock
Battle Drums,Kayzo,Battle Drums,rock
Fill the Crown,Poppy,Fill The Crown,rock
Straight to Hell,Ozzy Osbourne,Straight to Hell,rock
All I Had To Lose (feat. Mark Morales),Mark Morton,All I Had To Lose (feat. Mark Morales),rock
FYI,THE HARA,FYI,rock
Her Eyes,Fame on Fire,Her Eyes,rock
Crossfire,Otherwise,Defy,rock
Trial By Fire,Saul,Trial By Fire,rock
When the Contagion Is You,Jasta,When the Contagion Is You,rock
Yuve Yuve Yu (feat. From Ashes to New),The HU,Yuve Yuve Yu (feat. From Ashes to New),rock
Erase The Pain,Palisades,Erase The Pain,rock
Leave It All Behind,Sleeping With Sirens,Leave It All Behind,rock
REV001,Refused,REV001,rock
Right Now,Fire From The Gods,Right Now,rock
The Offering,Sleep Token,The Offering,rock
Masochist,Polaris,Masochist,rock
Beyond The Wave,Of Allies,Beyond The Wave,rock
Shakin' Off The Rust,The Blue Stones,Shakin' Off The Rust,rock
ATTENTION ATTENTION,Shinedown,ATTENTION ATTENTION,rock
MANIFEST,STARSET,MANIFEST,rock
The Vengeance,Black Veil Brides,The Night,rock
Hate Conquers All,Anti-Flag,Hate Conquers All,rock
Rearview Mirror,Art Of Dying,Armageddon,rock
KINGDOM,FEVER 333,KINGDOM,rock
Empire,Hollywood Undead,Empire / Time Bomb / Already Dead,rock
sugar honey ice & tea - Edit,Bring Me The Horizon,sugar honey ice & tea (Edit),rock
Drop the Hammer,Rev Theory,Drop the Hammer,rock
Upside Down,Bonesteel,Upside Down,rock
MAYDAY (feat. Ryo from Crystal Lake),coldrain,THE SIDE EFFECTS,rock
Black Flag Army,HELLYEAH,Black Flag Army,rock
Another Life,Any Given Sin,Another Life,rock
Lifted,Otherwise,Lifted,rock
Tapping Out,Issues,Tapping Out,rock
W W Y D F,Zero 9:36,W W Y D F,rock
Renegade,The Anix,Renegade,rock
I Am Broken Too,Killswitch Engage,I Am Broken Too,rock
Tear It Down,Mammoth Mammoth,Tear It Down,rock
Brand New Numb,Motionless In White,Brand New Numb/Disguise,rock
Tear You Down,Clawfinger,Tear You Down,rock
From The Ashes,Red,From The Ashes,rock
You Never Know,Beartooth,Disease,rock
Chemical,The Devil Wears Prada,Chemical,rock
Out For Blood,Sum 41,Out For Blood,rock
Legendary,Skillet,Legendary,rock
Light in Life,Silvera,Light in Life,rock
Come Around,Papa Roach,Who Do You Trust?,rock
Alone,Of Virtue,What Defines You,rock
Numb,A Killer's Confession,Numb,rock
Right Left Wrong,Three Days Grace,Outsider,rock
Bloodline,Northlane,Bloodline,rock
Stay Ready,Adelitas Way,Stay Ready,rock
Primrose,Dream State,Primrose,rock
Let 'em Burn,Nothing More,The Stories We Tell Ourselves,rock
Letting You Go,Bullet For My Valentine,Gravity,rock
Empty,American Sin,American Sin,rock
Save Defiance,Mark Morton,Save Defiance,rock
The Leap,Our Last Night,The Leap,rock
A New Disaster,Cold Kingdom,A New Disaster,rock
Never Back Down,Hyro The Hero,Flagged Channel,rock
War in the Streets.,After 10,War in the Streets.,rock
Brother,Saul,Brother,rock
Crooked Soul - Single Version,Dayseeker,Crooked Soul,rock
Lost (feat. Sully Erna),Stitched Up Heart,Lost (feat. Sully Erna),rock
Awakening,Throw The Fight,Awakening,rock
I AM,Toothgrinder,I AM,rock
The Safety of Disbelief,Light The Torch,Revival,rock
Sound the Alarm,Shallow Side,Sound the Alarm,rock
Outlaws & Outsiders,Cory Marks,Outlaws & Outsiders,rock
Too Much Is Not Enough,Shakra,Too Much Is Not Enough,rock
Low Life,Crobot,Low Life,rock
Ordinary Man (feat. Elton John),Ozzy Osbourne,Ordinary Man (feat. Elton John),rock
Kill the Lights,Righteous Vendetta,Kill the Lights,rock
Rise,H.E.A.T,Rise,rock
Crack of Doom (feat. Troy Sanders),Kvelertak,Crack of Doom (feat. Troy Sanders),rock
Swing It,Phil Campbell,Swing It,rock
Backseat Boogie,Airbourne,Backseat Boogie,rock
We Stand as One,Wishbone Ash,We Stand as One,rock
Big Disaster,Black Swan,Big Disaster,rock
Alive,Silvera,Alive,rock
True Believer,Santa Cruz,Katharsis,rock
Fortunate Son,The Dead Daisies,Fortunate Son,rock
Too Bad,Rival Sons,Feral Roots,rock
Mondays,Onlap,Mondays,rock
Thundersmith,Kobra And The Lotus,Evolution,rock
Broken Hearts Broken Bones,Charm City Devils,1904,rock
Die Rockin,Whiskey Myers,Die Rockin,rock
Sin on Skin,Those Damn Crows,Sin on Skin,rock
School of Hard Knocks,Biff Byford,School of Hard Knocks,rock
Missteria,Gotthard,Missteria,rock
Detroit City 2020,Alice Cooper,Breadcrumbs - EP,rock
Where Are You Eden?,Magnum,Where Are You Eden?,rock
Freaking Out Loud,Laura Cox,Burning Bright,rock
Better Off,Cory Marks,Better Off,rock
Electric Worry - The Weathermaker Vault Series,Clutch,Electric Worry (The Weathermaker Vault Series),rock
Never Die (A Song for Marcel),Talisman,Never Die (A Song for Marcel),rock
So Careless,The Tea Party,Black River,rock
Be Cowboy (PBR Anthem),Black Stone Cherry,Be Cowboy (PBR Anthem),rock
Bråtebrann,Kvelertak,Bråtebrann,rock
Ain`t Gonna Stop (Until I Stop It),Supersuckers,Ain`t Gonna Stop (Until I Stop It),rock
Dislocated,The Wildhearts,Dislocated,rock
Reptile,Crashdïet,Reptile,rock
Blackened Eyes,Hank von Hell,Blackened Eyes,rock
Righteous Days,The Dead Daisies,Righteous Days,rock
Insanity,Quiet Riot,Hollywood Cowboys,rock
This Is Our City,Airbourne,Boneshaker,rock
When the Heartache Has Gone,Revolution Saints,When the Heartache Has Gone,rock
Home,Junkyard Drive,Home,rock
In the Shadows,Bombus,In the Shadows,rock
White Lines,Tygers Of Pan Tang,White Lines,rock
Heart Shaped Ashes,Celestial Ruin,Heart Shaped Ashes,rock
Here Comes the King,Dirty Shirley,Here Comes the King,rock
Lead Boots,Mammoth Mammoth,Lead Boots,rock
Hear Me,Wolf Jaw,The Heart Won't Listen,rock
The Truth Ain't What It Used To Be,Wayward Sons,The Truth Ain't What It Used To Be,rock
Hail the End of Days,Deaf Rat,Hail the End of Days,rock
PIERREPOINT,Florence Black,PIERREPOINT,rock
Can't Stop Rock & Roll,The New Roses,Can´t Stop Rock & Roll,rock
Dying Light,Alter Bridge,Dying Light,rock
Come Get Your Coat,Blacktop Mojo,Under the Sun,rock
Fuck Everybody,Steel Panther,Heavy Metal Rules,rock
One Way Out,Florence Black,ONE WAY OUT,rock
Talk to Me,Sixx:A.M.,Talk to Me,rock
Anna-Leigh,Royal Republic,Anna-Leigh,rock
Tonight the Moonlight Let Me Down,Black Star Riders,Another State of Grace,rock
Shut Up & Kiss Me,Whitesnake,Shut Up & Kiss Me,rock
Any Other Way,Wayward Sons,Any Other Way,rock
These Old Boots,Phil Campbell,These Old Boots,rock
Blood of Babylon,THE NEW DEATH CULT,THE NEW DEATH CULT,rock
Where Angels Fear To Tread - Single Version,Mustasch,Where Angels Fear To Tread,rock
Cheapside Sloggers (feat. Gary Holt),Volbeat,Cheapside Sloggers (feat. Gary Holt),rock
Destitute,Like Machines,Destitute,rock
Purpose For Pain,Scott Stapp,Face of the Sun,rock
Libertine,The Cult,Libertine,rock
Tommy Gun,Captives,Tommy Gun,rock
Vultures,Bokassa,Crimson Riders,rock
The Dirt (Est. 1981) [feat. Machine Gun Kelly],Mötley Crüe,The Dirt (Est. 1981) [feat. Machine Gun Kelly],rock
Burning Star,D-A-D,Burning Star,rock
United,Eclipse,United,rock
A Death In The Family,Sum 41,A Death In The Family,rock
Life's a Bitch,Accept,Life's a Bitch,rock
Can't Sleep,Blacktop Mojo,Can't Sleep,rock
Overboard,Helhorse,Overboard,rock
When I'm Gone,Dirty Honey,Dirty Honey,rock
Rising Power,The Treatment,Power Crazy,rock
Affirmation,Sammy Hagar,Affirmation,rock
What Is Wrong,Mustasch,What Is Wrong,rock
The Storm,Ritchie Blackmore's Rainbow,The Storm,rock
Silent Thunder,Crazy Lixx,Silent Thunder,rock
Army of the Sun,Doctor Pheabes,Army of the Sun,rock
Good Morning Midnight,Backyard Babies,Good Morning Midnight,rock
Mouthbreathers Inc.,Bokassa,Mouthbreathers Inc.,rock
I'm In A Band,Danko Jones,I'm In A Band,rock
Gimme Love,Electric Mary,Mother,rock
Warpaint,Buckcherry,Warpaint,rock
Leaders of Tomorrow,Perkele,Leaders of Tomorrow,rock
Step Back,Black Paisley,Perennials,rock
Hard and Loud,Royal Bliss,Hard and Loud,rock
Paradise City,Guns N' Roses,Appetite For Destruction,rock
Panama - 2015 Remaster,Van Halen,1984 (Remastered),rock
Rock You Like A Hurricane,Scorpions,Love At First Sting,rock
Dr. Feelgood,Mötley Crüe,Dr. Feelgood 20th Anniversary (Expanded Version),rock
Pour Some Sugar On Me - Remastered 2017,Def Leppard,Hysteria (Super Deluxe),rock
Still of the Night - 2017 Remastered Version,Whitesnake,Whitesnake (30th Anniversary Remaster),rock
Crazy Train,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),rock
You Give Love A Bad Name,Bon Jovi,Slippery When Wet,rock
Seventeen,Winger,Winger,rock
Nobody's Fool,Cinderella,Night Songs,rock
Rainbow in the Dark,Dio,Holy Diver,rock
Lay It Down,Ratt,Invasion Of Your Privacy,rock
Bad Medicine,Bon Jovi,New Jersey (Deluxe Edition),rock
Metal Health (Bang Your Head),Quiet Riot,Metal Health,rock
The Final Countdown,Europe,The Final Countdown (Expanded Edition),rock
Home Sweet Home,Mötley Crüe,Theatre of Pain,rock
No One Like You,Scorpions,Blackout,rock
Close My Eyes Forever,Lita Ford,Lita,rock
Welcome To The Jungle,Guns N' Roses,Appetite For Destruction,rock
Every Rose Has Its Thorn - Remastered 2003,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),rock
Is This Love - 2017 Remastered Version,Whitesnake,Whitesnake (30th Anniversary Remaster),rock
Lick It Up,KISS,Lick It Up,rock
Once Bitten Twice Shy,Great White,Twice Shy,rock
Wanted Dead Or Alive,Bon Jovi,Slippery When Wet,rock
Don't Know What You Got (Till It's Gone),Cinderella,Long Cold Winter,rock
You're in Love,Ratt,Invasion Of Your Privacy,rock
"Girls, Girls, Girls",Mötley Crüe,"Girls, Girls, Girls",rock
Here I Go Again 87 - 2007 Remastered Version,Whitesnake,1987 (2007 Remaster),rock
Livin' On A Prayer,Bon Jovi,Bon Jovi Greatest Hits,rock
Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,rock
Cum on Feel the Noize,Quiet Riot,Quiet Riot - Greatest Hits,rock
Jump,Van Halen,1984,rock
Rock the Night,Europe,Playlist: The Very Best Of Europe,rock
Talk Dirty To Me,Poison,Double Dose: Ultimate Hits,rock
Working for the Weekend,Loverboy,We Are The '80s,rock
Holy Diver,Dio,Holy Diver,rock
Kickstart My Heart,Mötley Crüe,The Greatest Hits,rock
Round and Round,Ratt,Rhino Hi-Five: Ratt,rock
We're Not Gonna Take It,Twisted Sister,Rhino Hi-Five: Twisted Sister,rock
Cherry Pie,Warrant,Cherry Pie,rock
Summertime Girls - Studio Version,Y&T,Best Of '81 To '85,rock
18 and Life,Skid Row,Best Of,rock
Heaven's On Fire,KISS,Animalize,rock
Dude (Looks Like A Lady),Aerosmith,Permanent Vacation,rock
Gypsy Road,Cinderella,Long Cold Winter,rock
Alone Again,Dokken,Tooth And Nail,rock
Poison,Alice Cooper,Alice Cooper Classicks,rock
Addicted To That Rush,Mr. Big,Mr. Big,rock
Inside Out,XYZ,'80s Hard Rock,rock
I Wanna Be Somebody,W.A.S.P.,WASP,rock
Wait,White Lion,When The Children Cry - Greatest Hits,rock
Over The Mountain,Ozzy Osbourne,Diary Of A Madman,rock
Wild Frontier - Remastered 2002,Gary Moore,The Platinum Collection,rock
Armed And Ready - 2008 Remastered Version,Michael Schenker Group,The Best Of The Michael Schenker Group ('80-'84),rock
I Surrender,Rainbow,Difficult To Cure,rock
Edge Of A Broken Heart,Vixen,Vixen,rock
I Don't Believe In Love - Remastered 2003,Queensrÿche,Operation: Mindcrime,rock
I Hate Myself for Loving You,Joan Jett & The Blackhearts,Up Your Alley,rock
Eye of the Tiger,Survivor,Rocky IV,rock
Kiss Me Deadly,Lita Ford,Lita,rock
I Remember You,Skid Row,Skid Row,rock
Wild Side,Mötley Crüe,"Girls, Girls, Girls",rock
Heaven,Warrant,Dirty Rotten Filthy Stinking Rich,rock
Fallen Angel - Remastered,Poison,Open Up And Say...Ahh! (20th Anniversary Edition),rock
Shout At The Devil,Mötley Crüe,Shout At The Devil,rock
Runaway,Bon Jovi,Bon Jovi,rock
Shake Me,Cinderella,Night Songs,rock
Modern Day Cowboy,Tesla,Mechanical Resonance,rock
Why Can't This Be Love,Van Halen,5150,rock
Up All Night,Slaughter,Mass Slaughter,rock
High Enough,Damn Yankees,Damn Yankees,rock
Rock And Roll All Nite,KISS,Dressed To Kill (Remastered Version),rock
Living After Midnight,Judas Priest,British Steel,rock
Wild Child,W.A.S.P.,The Last Command,rock
Unskinny Bop,Poison,Flesh & Blood,rock
Bark at the Moon,Ozzy Osbourne,Bark At The Moon (Expanded Edition),rock
In My Dreams (Re-Recorded / Remastered),Dokken,Greatest Hits (Re-Recorded / Remastered Versions),rock
Sister Christian,Night Ranger,Midnight Madness,rock
Love Song,Tesla,Time's Makin' Changes: The Best Of Tesla,rock
Ain't Talkin' 'Bout Love - 2015 Remaster,Van Halen,Van Halen (Remastered),rock
Ace of Spades,Motörhead,Ace of Spades (Expanded Edition),rock
Don't Close Your Eyes,Kix,Blow My Fuse,rock
Detroit Rock City,KISS,Double Platinum (Remastered Version),rock
Hot for Teacher - 2015 Remaster,Van Halen,1984 (Remastered),rock
Don't Treat Me Bad,Firehouse,Firehouse,rock
Don't Stop Believin',Journey,Escape,rock
